ue_code,ue_name,subject_code,subject_name,credit,semestre,program,department,level
L-GC-S01,UE Semestre 1 - License Genie civile,CHM1120,Chimie appliquée,3,1.0,License Genie civile,Genie civile,L1
L-GC-S01,UE Semestre 1 - License Genie civile,FRA1120,Techniques de communication orales,2,1.0,License Genie civile,Genie civile,L1
L-GC-S01,UE Semestre 1 - License Genie civile,INF1120,Algorithmique et Initiation à la programmation,4,1.0,License Genie civile,Genie civile,L1
L-GC-SXX,UE Hors semestre - License Genie civile,MTH1120,Bases mathématiques,4,,License Genie civile,Genie civile,Lx
L-GC-S01,UE Semestre 1 - License Genie civile,MTH1121,Calcul différentiel et Pratique,6,1.0,License Genie civile,Genie civile,L1
L-GC-S01,UE Semestre 1 - License Genie civile,MTU1120,Méthode de travail universitaire,2,1.0,License Genie civile,Genie civile,L1
L-GC-S01,UE Semestre 1 - License Genie civile,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,4,1.0,License Genie civile,Genie civile,L1
L-GC-S01,UE Semestre 1 - License Genie civile,PHY1121,Physique pour l'ingénieur : Électricité,5,1.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,ANG1221,Anglais : compréhension orale et écrite,2,2.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,FRA1220,Techniques de communication écrites,2,2.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,GEM1220,Géométrie descriptive et dessin,5,2.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,INF1220,Structure de données et programmation C,4,2.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,INF1221,Programmation Python,3,2.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,MTH1220,Structure algébrique de base,4,2.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,MTH1221,Algèbre linéaire et Pratique,6,2.0,License Genie civile,Genie civile,L1
L-GC-S02,UE Semestre 2 - License Genie civile,PHY1220,Mécanique du solide,4,2.0,License Genie civile,Genie civile,L1
L-GC-S03,UE Semestre 3 - License Genie civile,INF1320,Programmation Orientée Objet,4,3.0,License Genie civile,Genie civile,L2
L-GC-S03,UE Semestre 3 - License Genie civile,INF1321,Architecture et technologie des ordinateurs et des Système d'information,3,3.0,License Genie civile,Genie civile,L2
L-GC-S03,UE Semestre 3 - License Genie civile,MTH1320,Séries et intégrations multiple et généralisée,4,3.0,License Genie civile,Genie civile,L2
L-GC-S03,UE Semestre 3 - License Genie civile,MTH1321,Mathématiques pour l’Ingénieur : Probabilités et Statistiques,5,3.0,License Genie civile,Genie civile,L2
L-GC-S03,UE Semestre 3 - License Genie civile,MTH1322,Algèbre tensorielle,2,3.0,License Genie civile,Genie civile,L2
L-GC-S03,UE Semestre 3 - License Genie civile,PHY1320,Physique pour l'ingénieur : Loi de la thermodynamique,2,3.0,License Genie civile,Genie civile,L2
L-GC-S03,UE Semestre 3 - License Genie civile,PHY1321,Physique pour l'ingénieur : Optique,4,3.0,License Genie civile,Genie civile,L2
L-GC-S03,UE Semestre 3 - License Genie civile,SEG1320,Economie et comptabilité,4,3.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,ANG1420,Anglais de spécialité : Approche thématique des textes compréhension orale et écrite,2,4.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,GEC1422,Résistance des Matériaux pour GC,5,4.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,GEC1423,Hydraulique des bases,4,4.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,GEL1429,Installations électriques,2,4.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,MTH1420,Calcul différentiel dans Rn,4,4.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,MTH1421,Statistiques inférentielles (décisionnelles),2,4.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,MTH1422,Analyse numérique et Pratique,5,4.0,License Genie civile,Genie civile,L2
L-GC-S04,UE Semestre 4 - License Genie civile,MTH1423,Théorie des graphes,4,4.0,License Genie civile,Genie civile,L2
L-GC-S05,UE Semestre 5 - License Genie civile,GEC1520,Technique de construction,4,5.0,License Genie civile,Genie civile,L3
L-GC-S05,UE Semestre 5 - License Genie civile,GEC1521,Structures,2,5.0,License Genie civile,Genie civile,L3
L-GC-S05,UE Semestre 5 - License Genie civile,GEC1522,Topographie appliquée,6,5.0,License Genie civile,Genie civile,L3
L-GC-S05,UE Semestre 5 - License Genie civile,GEC1523,Matériaux: de génie civil,6,5.0,License Genie civile,Genie civile,L3
L-GC-S05,UE Semestre 5 - License Genie civile,GEC1524,Dessin appliqué au génie civil,6,5.0,License Genie civile,Genie civile,L3
L-GC-S05,UE Semestre 5 - License Genie civile,GEC1525,Géotechnique,4,5.0,License Genie civile,Genie civile,L3
L-GC-SXX,UE Hors semestre - License Genie civile,GEC1620,Routes,6,,License Genie civile,Genie civile,Lx
L-GC-SXX,UE Hors semestre - License Genie civile,GEC1621,Béton Armé,5,,License Genie civile,Genie civile,Lx
L-GC-S06,UE Semestre 6 - License Genie civile,GEC1622,Hydrologie de l' ingénieur,4,6.0,License Genie civile,Genie civile,L3
L-GC-S06,UE Semestre 6 - License Genie civile,GEC1623,Métré et étude de prix,2,6.0,License Genie civile,Genie civile,L3
L-GC-S06,UE Semestre 6 - License Genie civile,GEC1624,Construction métallique : notions de bases et technologie,3,6.0,License Genie civile,Genie civile,L3
L-GC-S06,UE Semestre 6 - License Genie civile,GEC1625,Eau et assainissement:technologie,5,6.0,License Genie civile,Genie civile,L3
L-GC-S06,UE Semestre 6 - License Genie civile,GEC1626,Mécanique des sols,2,6.0,License Genie civile,Genie civile,L3
L-GE-S01,UE Semestre 1 - License Genie Electrique,CHM1120,Chimie appliquée,3,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S01,UE Semestre 1 - License Genie Electrique,FRA1120,Techniques de communication orales,2,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S01,UE Semestre 1 - License Genie Electrique,INF1120,Algorithmique et Initiation à la programmation,4,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S01,UE Semestre 1 - License Genie Electrique,MTH1120,Bases mathématiques,4,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S01,UE Semestre 1 - License Genie Electrique,MTH1121,Calcul différentiel et Pratique,6,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S01,UE Semestre 1 - License Genie Electrique,MTU1120,Méthode de travail universitaire,2,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S01,UE Semestre 1 - License Genie Electrique,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,4,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S01,UE Semestre 1 - License Genie Electrique,PHY1121,Physique pour l'ingénieur : Électricité,5,1.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,ANG1221,Anglais : compréhension orale et écrite,2,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,FRA1220,Techniques de communication écrites,2,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,GEM1220,Géométrie descriptive et dessin,5,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,INF1220,Structure de données et programmation C,4,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,INF1221,Programmation Python,3,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,MTH1220,Structure algébrique de base,4,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,MTH1221,Algèbre linéaire et Pratique,6,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S02,UE Semestre 2 - License Genie Electrique,PHY1220,Mécanique du solide,4,2.0,License Genie Electrique,Genie Electrique,L1
L-GE-S03,UE Semestre 3 - License Genie Electrique,INF1320,Programmation Orientée Objet,4,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S03,UE Semestre 3 - License Genie Electrique,INF1321,Architecture et technologie des ordinateurs et des Système d'information,3,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S03,UE Semestre 3 - License Genie Electrique,MTH1320,Séries et intégrations multiple et généralisée,4,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S03,UE Semestre 3 - License Genie Electrique,MTH1321,Mathématiques pour l’Ingénieur : Probabilités et Statistiques,5,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S03,UE Semestre 3 - License Genie Electrique,MTH1322,Algèbre tensorielle,2,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S03,UE Semestre 3 - License Genie Electrique,PHY1320,Physique pour l'ingénieur : Loi de la thermodynamique,2,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S03,UE Semestre 3 - License Genie Electrique,PHY1321,Physique pour l'ingénieur : Optique,4,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S03,UE Semestre 3 - License Genie Electrique,SEG1320,Economie et comptabilité,4,3.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,ANG1420,Anglais de spécialité : Approche thématique des textes compréhension orale et écrite,2,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,GEL1420,Electronique,4,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,GEL1421,Electronique - Magnétisme - Machines - Réseaux,4,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,GEM1420,Notion de RDM pour ingénieur GE,3,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,MTH1420,Calcul différentiel dans Rn,4,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,MTH1421,Statistiques inférentielles (décisionnelles),2,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,MTH1422,Analyse numérique et Pratique,5,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S04,UE Semestre 4 - License Genie Electrique,MTH1423,Théorie des graphes,4,4.0,License Genie Electrique,Genie Electrique,L2
L-GE-S05,UE Semestre 5 - License Genie Electrique,GEL1520,Production Transport Distribution et Protection,3,5.0,License Genie Electrique,Genie Electrique,L3
L-GE-S05,UE Semestre 5 - License Genie Electrique,GEL1521,Electronique Numérique,3,5.0,License Genie Electrique,Genie Electrique,L3
L-GE-S05,UE Semestre 5 - License Genie Electrique,GEL1522,Systèmes Signaux Simulation,3,5.0,License Genie Electrique,Genie Electrique,L3
L-GE-S05,UE Semestre 5 - License Genie Electrique,GEL1523,Electronique du Signal et Composants,4,5.0,License Genie Electrique,Genie Electrique,L3
L-GE-S05,UE Semestre 5 - License Genie Electrique,GEL1524,Appareillage et Câblage Electriques,4,5.0,License Genie Electrique,Genie Electrique,L3
L-GE-S05,UE Semestre 5 - License Genie Electrique,GEL1525,Circuits et Mesures Electriques,6,5.0,License Genie Electrique,Genie Electrique,L3
L-GE-S05,UE Semestre 5 - License Genie Electrique,GEL1526,Stage d'initiation au métier de génie électrique,5,5.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1620,Asservissement et Régulation des Systèmes Linéaire,3,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1622,Electrostatique - Electrocinétique - Electromagnétisme,4,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1623,Machines électriques,4,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1624,Système de Maintenance,2,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1625,Automate Programmable Industriel,4,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1626,Convertisseurs statiques,4,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1627,Electroniques : Fonctions et Systèmes,2,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1628,Projet de Spécialité GE,2,6.0,License Genie Electrique,Genie Electrique,L3
L-GE-S06,UE Semestre 6 - License Genie Electrique,GEL1629,Traitement du Signal,2,6.0,License Genie Electrique,Genie Electrique,L3
L-GM-S01,UE Semestre 1 - License Genie Mecanique,CHM1120,Chimie appliquée,3,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S01,UE Semestre 1 - License Genie Mecanique,FRA1120,Techniques de communication orales,2,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S01,UE Semestre 1 - License Genie Mecanique,INF1120,Algorithmique et Initiation à la programmation,4,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S01,UE Semestre 1 - License Genie Mecanique,MTH1120,Bases mathématiques,4,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S01,UE Semestre 1 - License Genie Mecanique,MTH1121,Calcul différentiel et Pratique,6,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S01,UE Semestre 1 - License Genie Mecanique,MTU1120,Méthode de travail universitaire,2,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S01,UE Semestre 1 - License Genie Mecanique,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,4,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S01,UE Semestre 1 - License Genie Mecanique,PHY1121,Physique pour l'ingénieur : Électricité,5,1.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,ANG1221,Anglais : compréhension orale et écrite,2,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,FRA1220,Techniques de communication écrites,2,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,GEM1220,Géométrie descriptive et dessin,5,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,INF1220,Structure de données et programmation C,4,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,INF1221,Programmation Python,3,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,MTH1220,Structure algébrique de base,4,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,MTH1221,Algèbre linéaire et Pratique,6,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S02,UE Semestre 2 - License Genie Mecanique,PHY1220,Mécanique du solide,4,2.0,License Genie Mecanique,Genie Mecanique,L1
L-GM-S03,UE Semestre 3 - License Genie Mecanique,INF1320,Programmation Orientée Objet,4,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S03,UE Semestre 3 - License Genie Mecanique,INF1321,Architecture et technologie des ordinateurs et des Système d'information,3,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S03,UE Semestre 3 - License Genie Mecanique,MTH1320,Séries et intégrations multiple et généralisée,4,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S03,UE Semestre 3 - License Genie Mecanique,MTH1321,Mathématiques pour l’Ingénieur : Probabilités et Statistiques,5,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S03,UE Semestre 3 - License Genie Mecanique,MTH1322,Algèbre tensorielle,2,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S03,UE Semestre 3 - License Genie Mecanique,PHY1320,Physique pour l'ingénieur : Loi de la thermodynamique,2,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S03,UE Semestre 3 - License Genie Mecanique,PHY1321,Physique pour l'ingénieur : Optique,4,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S03,UE Semestre 3 - License Genie Mecanique,SEG1320,Economie et comptabilité,4,3.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,ANG1420,Anglais de spécialité : Approche thématique des textes compréhension orale et écrite,2,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,GEL1420,Introduction à l'électronique et montage des circuits électroniques,2,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,GEL1421,Physiques pour l'Ingénieur : Electrotechnique - Magnétisme - Machines - Réseaux,2,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,GEL1422,Physiques pour l'ingénieur : Electrostatique - Electrocinétique - Electromagnétisme,3,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,GEL1423,Physique des Capteurs : Notions fondamentales,2,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,GEM1420,Résistance des matériaux pour ingénieur génie mécanique,2,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,MTH1420,Calcul différentiel dans Rn,4,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,MTH1421,Statistiques inférentielles (décisionnelles),2,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,MTH1422,Analyse numérique et Pratique,5,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S04,UE Semestre 4 - License Genie Mecanique,MTH1423,Théorie des graphes,4,4.0,License Genie Mecanique,Genie Mecanique,L2
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1520,Fabrication mécanique 1,5,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1521,Construction mécanique : les organes de transmission de puissance,4,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1522,Métrologie,3,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1523,Conception assistée par ordinateur,4,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1524,Résistance des matériaux : Dimensionnement des structures,4,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1525,Bureau des méthodes,4,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1526,Organisation et méthodes de la maintenance,2,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S05,UE Semestre 5 - License Genie Mecanique,GEM1527,Energies renouvelables,2,5.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,ANG1620,Anglais de spécialité pour le mécanicien,2,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1620,Métallurgie,3,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1621,Fabrication assistée par ordinateur et Pratique,4,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1622,Maintenance industrielle,2,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1623,Projet de conception,2,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1624,Montage d'usinage,2,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1625,Transfert Thermique,3,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1626,Thermodynamique avancée,2,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1627,Fabrication mécanique 2,5,6.0,License Genie Mecanique,Genie Mecanique,L3
L-GM-S06,UE Semestre 6 - License Genie Mecanique,GEM1628,Hydraulique et pneumatique,2,6.0,License Genie Mecanique,Genie Mecanique,L3
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,CHM1120,Chimie appliquée,3,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,FRA1120,Techniques de communication orales,2,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,INF1120,Algorithmique et Initiation à la programmation,4,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,MTH1120,Bases mathématiques,4,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,MTH1121,Calcul différentiel et Pratique,6,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,MTU1120,Méthode de travail universitaire,2,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,PHY1120,Physique pour l'ingénieur : Éléments de mécanique classique du point dans un référentiel galiléen,4,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S01,UE Semestre 1 - License Informatique et Systeme,PHY1121,Physique pour l'ingénieur : Électricité,5,1.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,ANG1221,Anglais : compréhension orale et écrite,2,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,FRA1220,Techniques de communication écrites,2,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,GEM1220,Géométrie descriptive et dessin,5,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,INF1220,Structure de données et programmation C,4,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,INF1221,Programmation Python,3,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,MTH1220,Structure algébrique de base,4,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,MTH1221,Algèbre linéaire et Pratique,6,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S02,UE Semestre 2 - License Informatique et Systeme,PHY1220,Mécanique du solide,4,2.0,License Informatique et Systeme,Informatique et Systeme,L1
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,INF1320,Programmation Orientée Objet,4,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,INF1321,Architecture et technologie des ordinateurs et des Système d'information,3,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,MTH1320,Séries et intégrations multiple et généralisée,4,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,MTH1321,Mathématiques pour l’Ingénieur : Probabilités et Statistiques,5,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,MTH1322,Algèbre tensorielle,2,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,PHY1320,Physique pour l'ingénieur : Loi de la thermodynamique,2,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,PHY1321,Physique pour l'ingénieur : Optique,4,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S03,UE Semestre 3 - License Informatique et Systeme,SEG1320,Economie et comptabilité,4,3.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,ANG1420,Anglais de spécialité : Approche thématique des textes compréhension orale et écrite,2,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,DRT1420,Droit: droit du travail et droit de l'informatique,2,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,INF1428,Architecture et fonctionnement des réseaux Informatiques,3,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,INF1429,Analyse et conception MERISE,4,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,MTH1420,Calcul différentiel dans Rn,4,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,MTH1421,Statistiques inférentielles (décisionnelles),2,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,MTH1422,Analyse numérique et Pratique,5,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-S04,UE Semestre 4 - License Informatique et Systeme,MTH1423,Théorie des graphes,4,4.0,License Informatique et Systeme,Informatique et Systeme,L2
L-IES-SXX,UE Hors semestre - License Informatique et Systeme,ANG1520,Anglais,2,,License Informatique et Systeme,Informatique et Systeme,Lx
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1520,Initiation aux Systèmes d’Information,4,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1521,Base de données,4,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1522,Modélisation-UML,4,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1525,Projet tutoré,3,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1526,Bases de la Sécurité des systèmes informatiques,3,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1527,Généralités sur les stockages de l'information,3,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1528,Programmation web,4,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S05,UE Semestre 5 - License Informatique et Systeme,INF1529,Compilation,3,5.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S06,UE Semestre 6 - License Informatique et Systeme,ANG1620,Anglais,2,6.0,License Informatique et Systeme,Informatique et Systeme,L3
L-IES-S06,UE Semestre 6 - License Informatique et Systeme,INF1620,Adminsitration de bases de données,4,6.0,License Informatique et Systeme,Informatique et Systeme,L3
